feature,tophat2,hisat2,hisat2/tophat2
FBgn0024992,6,6,1
FBgn0024993,6,6,1
FBgn0024994,4,4,1
FBgn0024995,1,1,1
FBgn0024996,3,3,1
FBgn0024997,4,3,0.75
FBgn0024998,3,3,1
FBgn0025109,2,2,1
FBgn0025185,6,6,1
FBgn0025186,14,14,1
FBgn0025286,148,128,0.8648648648648649
FBgn0025335,8,8,1
FBgn0025336,6,5,0.8333333333333334
FBgn0025352,13,13,1
FBgn0025360,2,1,0.5
FBgn0025366,18,17,0.9444444444444444
FBgn0025373,8,8,1
FBgn0025381,8,8,1
FBgn0025382,3,3,1
FBgn0025388,3,3,1
FBgn0025390,56,50,0.8928571428571429
FBgn0025391,1,1,1
FBgn0025393,1,1,1
FBgn0025394,25,21,0.84
FBgn0025454,256,245,0.95703125
FBgn0025455,47,39,0.8297872340425532
FBgn0025456,9,8,0.8888888888888888
FBgn0025457,9,9,1
FBgn0025463,23,18,0.782608695652174
FBgn0025469,2,2,1
FBgn0025519,9,6,0.6666666666666666
FBgn0025525,6,3,0.5
FBgn0025549,9,8,0.8888888888888888
FBgn0025571,8,7,0.875
FBgn0025574,15,15,1
FBgn0025582,46,44,0.9565217391304348
FBgn0025583,15,9,0.6
FBgn0025592,4,4,1
FBgn0025595,1,1,1
FBgn0025608,5,4,0.8
FBgn0025612,1,1,1
FBgn0025615,10,9,0.9
FBgn0025616,1,1,1
FBgn0025620,3,4,1.3333333333333333
FBgn0025621,7,7,1
FBgn0025624,4,4,1
FBgn0025626,22,21,0.9545454545454546
FBgn0025628,10,10,1
FBgn0025630,3,3,1
FBgn0025631,3,2,0.6666666666666666
