feature,tophat2,hisat2,hisat2/tophat2
FBgn0046706,1,1,1
FBgn0046776,8,8,1
FBgn0047038,9,6,0.6666666666666666
FBgn0047092,1,1,1
FBgn0047114,4,4,1
FBgn0047135,21,19,0.9047619047619048
FBgn0047178,3,3,1
FBgn0047199,3,3,1
FBgn0047205,1,1,1
FBgn0050000,11,11,1
FBgn0050001,1,1,1
FBgn0050005,6,5,0.8333333333333334
FBgn0050007,9,7,0.7777777777777778
FBgn0050008,19,20,1.0526315789473684
FBgn0050015,8,8,1
FBgn0050020,19,16,0.8421052631578947
FBgn0050021,5,5,1
FBgn0050022,5,3,0.6
FBgn0050026,1,1,1
FBgn0050035,40,32,0.8
FBgn0050042,9,7,0.7777777777777778
FBgn0050044,4,3,0.75
FBgn0050046,1,1,1
FBgn0050047,2,1,0.5
FBgn0050048,1,1,1
FBgn0050051,6,6,1
FBgn0050055,6,4,0.6666666666666666
FBgn0050069,11,8,0.7272727272727273
FBgn0050077,3,3,1
FBgn0050085,21,18,0.8571428571428571
FBgn0050088,1,1,1
FBgn0050089,5,3,0.6
FBgn0050090,2,2,1
FBgn0050096,3,2,0.6666666666666666
FBgn0050101,2,2,1
FBgn0050105,3,1,0.3333333333333333
FBgn0050106,1,1,1
FBgn0050108,1,1,1
FBgn0050109,3,3,1
FBgn0050115,4,1,0.25
FBgn0050122,14,15,1.0714285714285714
FBgn0050147,1,1,1
FBgn0050159,6,5,0.8333333333333334
FBgn0050169,6,6,1
FBgn0050172,1,1,1
FBgn0050183,21,20,0.9523809523809523
FBgn0050185,6,6,1
FBgn0050187,1,1,1
FBgn0050195,1,1,1
FBgn0050197,2,2,1
FBgn0050271,1,1,1
FBgn0050272,1,1,1
FBgn0050277,2,2,1
FBgn0050285,1,1,1
FBgn0050286,2,2,1
FBgn0050287,3,3,1
FBgn0050291,3,3,1
FBgn0050295,1,1,1
FBgn0050296,2,2,1
FBgn0050340,1,1,1
FBgn0050342,1,1,1
FBgn0050343,1,1,1
FBgn0050344,2,1,0.5
FBgn0050345,2,2,1
FBgn0050349,12,12,1
FBgn0050354,1,1,1
FBgn0050359,15,14,0.9333333333333333
FBgn0050360,7,5,0.7142857142857143
FBgn0050371,4,3,0.75
FBgn0050372,15,12,0.8
FBgn0050377,11,10,0.9090909090909091
FBgn0050381,3,3,1
FBgn0050389,21,22,1.0476190476190477
FBgn0050390,1,1,1
FBgn0050392,2,2,1
FBgn0050394,3,3,1
FBgn0050404,8,8,1
FBgn0050410,6,6,1
FBgn0050411,2,2,1
FBgn0050418,3,3,1
FBgn0050421,18,16,0.8888888888888888
FBgn0050423,4,4,1
FBgn0050424,3,3,1
FBgn0050431,2,2,1
FBgn0050438,1,1,1
FBgn0050440,8,8,1
FBgn0050443,3,2,0.6666666666666666
FBgn0050456,4,3,0.75
FBgn0050457,1,1,1
FBgn0050458,1,1,1
FBgn0050460,7,6,0.8571428571428571
FBgn0050463,21,17,0.8095238095238095
FBgn0050466,2,1,0.5
FBgn0050467,6,6,1
FBgn0050476,3,3,1
FBgn0050489,1,2,2
FBgn0050491,1,2,2
FBgn0050493,3,3,1
FBgn0050496,1,1,1
FBgn0050499,13,13,1
FBgn0050502,3,2,0.6666666666666666
FBgn0051004,23,21,0.9130434782608695
FBgn0051005,1,2,2
FBgn0051010,3,3,1
FBgn0051013,2,2,1
FBgn0051015,3,3,1
FBgn0051019,2,1,0.5
FBgn0051032,1,1,1
FBgn0051038,1,1,1
FBgn0051040,2,1,0.5
FBgn0051044,4,5,1.25
FBgn0051064,5,5,1
FBgn0051065,1,1,1
FBgn0051072,3,3,1
FBgn0051075,9,7,0.7777777777777778
FBgn0051087,1,1,1
FBgn0051091,1,1,1
FBgn0051092,30,27,0.9
FBgn0051098,6,6,1
FBgn0051100,1,1,1
FBgn0051102,1,1,1
FBgn0051103,3,3,1
FBgn0051106,4,4,1
FBgn0051108,14,14,1
FBgn0051109,1,1,1
FBgn0051111,1,1,1
FBgn0051115,1,1,1
FBgn0051116,5,5,1
FBgn0051119,3,3,1
FBgn0051122,1,1,1
FBgn0051126,9,9,1
FBgn0051133,1,1,1
FBgn0051140,4,4,1
FBgn0051144,24,17,0.7083333333333334
FBgn0051145,8,6,0.75
FBgn0051146,5,5,1
FBgn0051148,2,2,1
FBgn0051151,53,46,0.8679245283018868
FBgn0051155,3,3,1
FBgn0051156,3,3,1
FBgn0051158,19,14,0.7368421052631579
FBgn0051161,1,1,1
FBgn0051163,17,10,0.5882352941176471
FBgn0051183,1,1,1
FBgn0051184,2,2,1
FBgn0051189,1,1,1
FBgn0051195,36,34,0.9444444444444444
FBgn0051198,40,37,0.925
FBgn0051199,1,1,1
FBgn0051200,3,2,0.6666666666666666
FBgn0051201,3,3,1
FBgn0051205,2,2,1
FBgn0051211,11,13,1.1818181818181819
FBgn0051213,1,1,1
FBgn0051216,2,2,1
FBgn0051217,3,3,1
FBgn0051221,2,2,1
FBgn0051223,4,3,0.75
FBgn0051224,44,43,0.9772727272727273
FBgn0051229,2,2,1
FBgn0051233,43,41,0.9534883720930233
FBgn0051248,1,1,1
FBgn0051249,2,2,1
FBgn0051251,1,1,1
FBgn0051259,1,1,1
FBgn0051262,3,3,1
FBgn0051266,1,1,1
FBgn0051278,3,3,1
FBgn0051286,2,2,1
FBgn0051287,4,5,1.25
FBgn0051288,3,3,1
FBgn0051300,1,1,1
FBgn0051301,10,10,1
FBgn0051313,11,11,1
FBgn0051320,3,3,1
FBgn0051324,7,6,0.8571428571428571
FBgn0051326,2,2,1
FBgn0051342,28,25,0.8928571428571429
FBgn0051343,21,19,0.9047619047619048
FBgn0051344,4,4,1
FBgn0051352,1,2,2
FBgn0051357,3,3,1
FBgn0051360,2,1,0.5
FBgn0051363,41,41,1
FBgn0051365,10,5,0.5
FBgn0051368,11,11,1
FBgn0051370,1,1,1
FBgn0051373,6,5,0.8333333333333334
FBgn0051374,7,7,1
FBgn0051380,1,1,1
FBgn0051386,2,2,1
FBgn0051388,2,2,1
FBgn0051410,2,2,1
FBgn0051414,1,1,1
FBgn0051431,1,1,1
FBgn0051437,2,2,1
FBgn0051439,1,1,1
FBgn0051445,1,1,1
FBgn0051450,15,13,0.8666666666666667
FBgn0051451,11,11,1
FBgn0051453,7,7,1
FBgn0051457,4,4,1
FBgn0051472,4,4,1
FBgn0051510,17,17,1
FBgn0051514,1,1,1
FBgn0051522,21,21,1
FBgn0051523,65,64,0.9846153846153847
FBgn0051547,7,7,1
FBgn0051548,6,6,1
FBgn0051549,6,6,1
FBgn0051550,8,8,1
FBgn0051551,1,1,1
FBgn0051612,1,1,1
FBgn0051619,1,1,1
FBgn0051632,1,1,1
FBgn0051633,6,6,1
FBgn0051635,40,37,0.925
FBgn0051637,7,6,0.8571428571428571
FBgn0051638,1,1,1
FBgn0051643,6,5,0.8333333333333334
FBgn0051648,1,1,1
FBgn0051658,2,2,1
FBgn0051660,1,1,1
FBgn0051661,1,1,1
FBgn0051663,4,2,0.5
FBgn0051673,1,1,1
FBgn0051676,1,1,1
FBgn0051678,7,5,0.7142857142857143
FBgn0051681,8,7,0.875
FBgn0051694,53,50,0.9433962264150944
FBgn0051712,4,3,0.75
FBgn0051713,1,1,1
FBgn0051715,7,7,1
FBgn0051716,29,25,0.8620689655172413
FBgn0051719,2,2,1
FBgn0051720,1,1,1
FBgn0051721,2,3,1.5
FBgn0051729,20,16,0.8
FBgn0051739,23,23,1
FBgn0051755,12,3,0.25
FBgn0051760,2,2,1
FBgn0051769,1,1,1
FBgn0051777,1,1,1
FBgn0051781,35,31,0.8857142857142857
FBgn0051793,6,5,0.8333333333333334
FBgn0051800,1,1,1
FBgn0051812,1,1,1
FBgn0051852,3,2,0.6666666666666666
FBgn0051855,9,9,1
FBgn0051869,6,5,0.8333333333333334
FBgn0051876,1,1,1
FBgn0051898,4,4,1
FBgn0051901,3,4,1.3333333333333333
FBgn0051908,13,11,0.8461538461538461
FBgn0051912,2,2,1
FBgn0051915,3,2,0.6666666666666666
FBgn0051922,1,1,1
FBgn0051926,2,2,1
FBgn0051928,2,2,1
FBgn0051935,4,2,0.5
FBgn0051950,2,1,0.5
FBgn0051961,6,5,0.8333333333333334
FBgn0051973,7,6,0.8571428571428571
FBgn0051974,3,3,1
FBgn0051989,2,1,0.5
FBgn0051992,92,88,0.9565217391304348
FBgn0051997,5,5,1
FBgn0051998,43,41,0.9534883720930233
FBgn0051999,8,8,1
FBgn0052000,26,25,0.9615384615384616
FBgn0052016,32,31,0.96875
FBgn0052022,1,1,1
FBgn0052023,2,2,1
FBgn0052024,1,1,1
FBgn0052026,1,1,1
FBgn0052027,2,2,1
FBgn0052039,1,1,1
FBgn0052040,1,1,1
FBgn0052053,1,1,1
FBgn0052055,2,2,1
FBgn0052056,6,1,0.16666666666666666
FBgn0052062,11,10,0.9090909090909091
FBgn0052066,19,16,0.8421052631578947
FBgn0052069,1,1,1
FBgn0052075,5,6,1.2
FBgn0052076,1,1,1
FBgn0052082,1,1,1
FBgn0052088,1,1,1
FBgn0052091,5,3,0.6
FBgn0052095,3,4,1.3333333333333333
FBgn0052099,2,2,1
FBgn0052100,4,3,0.75
FBgn0052103,20,18,0.9
FBgn0052104,3,3,1
FBgn0052106,2,2,1
FBgn0052109,6,6,1
FBgn0052112,4,3,0.75
FBgn0052113,14,14,1
FBgn0052121,4,4,1
FBgn0052133,30,26,0.8666666666666667
FBgn0052137,6,6,1
FBgn0052163,2,2,1
FBgn0052176,6,6,1
FBgn0052177,15,13,0.8666666666666667
FBgn0052179,2,2,1
FBgn0052181,2,1,0.5
FBgn0052183,1,1,1
FBgn0052190,19,16,0.8421052631578947
FBgn0052191,2,2,1
FBgn0052195,2,2,1
FBgn0052201,1,1,1
FBgn0052202,3,3,1
FBgn0052204,1,1,1
FBgn0052212,2,2,1
FBgn0052218,6,5,0.8333333333333334
FBgn0052221,1,1,1
FBgn0052225,1,1,1
FBgn0052226,6,6,1
FBgn0052230,40,39,0.975
FBgn0052238,1,1,1
FBgn0052241,1,1,1
FBgn0052243,4,4,1
FBgn0052250,10,9,0.9
FBgn0052251,32,29,0.90625
FBgn0052252,2,2,1
FBgn0052262,2,1,0.5
FBgn0052264,17,12,0.7058823529411765
FBgn0052267,2,2,1
FBgn0052277,1,1,1
FBgn0052278,7,6,0.8571428571428571
FBgn0052280,1,1,1
FBgn0052281,2,2,1
FBgn0052296,16,13,0.8125
FBgn0052311,35,35,1
FBgn0052343,1,1,1
FBgn0052344,9,8,0.8888888888888888
FBgn0052350,6,5,0.8333333333333334
FBgn0052364,1,1,1
FBgn0052365,10,7,0.7
FBgn0052369,1,1,1
FBgn0052380,2,4,2
FBgn0052409,8,5,0.625
FBgn0052412,3,2,0.6666666666666666
FBgn0052418,4,4,1
FBgn0052423,49,43,0.8775510204081632
FBgn0052425,15,12,0.8
FBgn0052428,15,15,1
FBgn0052438,3,5,1.6666666666666667
FBgn0052441,2,2,1
FBgn0052442,3,3,1
FBgn0052446,4,4,1
FBgn0052451,19,19,1
FBgn0052452,3,3,1
FBgn0052473,28,22,0.7857142857142857
FBgn0052475,6,6,1
FBgn0052479,61,52,0.8524590163934426
FBgn0052483,1,1,1
FBgn0052484,6,6,1
FBgn0052485,1,1,1
FBgn0052499,2,2,1
FBgn0052506,1,1,1
FBgn0052512,10,8,0.8
FBgn0052521,8,6,0.75
FBgn0052528,8,8,1
FBgn0052529,19,19,1
FBgn0052533,4,4,1
FBgn0052537,7,6,0.8571428571428571
FBgn0052544,4,4,1
FBgn0052547,1,1,1
FBgn0052549,13,12,0.9230769230769231
FBgn0052554,2,2,1
FBgn0052568,1,1,1
FBgn0052576,36,31,0.8611111111111112
FBgn0052579,6,4,0.6666666666666666
FBgn0052581,2,3,1.5
FBgn0052594,7,6,0.8571428571428571
FBgn0052600,3,3,1
FBgn0052602,98,24,0.24489795918367346
FBgn0052625,2,2,1
FBgn0052626,28,28,1
FBgn0052633,4,3,0.75
FBgn0052638,15,15,1
FBgn0052642,66,58,0.8787878787878788
FBgn0052644,5,3,0.6
FBgn0052645,3,2,0.6666666666666666
FBgn0052647,1,1,1
FBgn0052649,3,3,1
FBgn0052650,1,1,1
FBgn0052654,64,57,0.890625
FBgn0052656,28,25,0.8928571428571429
FBgn0052666,50,48,0.96
FBgn0052669,3,2,0.6666666666666666
FBgn0052672,25,25,1
FBgn0052675,12,9,0.75
FBgn0052676,41,39,0.9512195121951219
FBgn0052681,3,2,0.6666666666666666
FBgn0052685,19,15,0.7894736842105263
FBgn0052687,3,3,1
FBgn0052694,4,2,0.5
FBgn0052695,3,2,0.6666666666666666
FBgn0052698,4,4,1
FBgn0052699,15,13,0.8666666666666667
FBgn0052702,5,3,0.6
FBgn0052707,5,5,1
FBgn0052708,3,3,1
FBgn0052732,8,5,0.625
FBgn0052751,1,1,1
FBgn0052756,5,6,1.2
FBgn0052758,10,10,1
FBgn0052767,28,18,0.6428571428571429
FBgn0052772,17,14,0.8235294117647058
FBgn0052774,8,6,0.75
FBgn0052791,3,3,1
FBgn0052792,1,2,2
FBgn0052803,4,2,0.5
FBgn0052808,1,1,1
FBgn0052813,3,3,1
FBgn0052814,2,2,1
FBgn0052815,6,5,0.8333333333333334
FBgn0052816,2,1,0.5
FBgn0052834,23,21,0.9130434782608695
FBgn0052845,3,2,0.6666666666666666
FBgn0052850,10,9,0.9
FBgn0052855,1,1,1
FBgn0052856,3,1,0.3333333333333333
FBgn0052944,1,1,1
FBgn0052982,3,1,0.3333333333333333
FBgn0053002,9,8,0.8888888888888888
FBgn0053052,6,6,1
FBgn0053054,2,2,1
FBgn0053056,7,6,0.8571428571428571
FBgn0053080,3,3,1
FBgn0053087,22,18,0.8181818181818182
FBgn0053092,3,2,0.6666666666666666
FBgn0053094,24,26,1.0833333333333333
FBgn0053098,1,1,1
FBgn0053099,2,2,1
FBgn0053100,21,19,0.9047619047619048
FBgn0053108,1,1,1
FBgn0053109,7,7,1
FBgn0053110,3,3,1
FBgn0053111,6,5,0.8333333333333334
FBgn0053113,45,42,0.9333333333333333
FBgn0053116,8,9,1.125
FBgn0053126,10,9,0.9
FBgn0053127,5,4,0.8
FBgn0053129,16,18,1.125
FBgn0053138,16,16,1
FBgn0053143,1,1,1
FBgn0053144,6,6,1
FBgn0053145,8,7,0.875
FBgn0053156,21,20,0.9523809523809523
FBgn0053158,5,3,0.6
FBgn0053170,2,2,1
FBgn0053172,6,2,0.3333333333333333
FBgn0053178,1,1,1
FBgn0053179,2,2,1
FBgn0053180,7,7,1
FBgn0053181,30,28,0.9333333333333333
FBgn0053182,5,4,0.8
FBgn0053193,4,3,0.75
FBgn0053196,73,62,0.8493150684931506
FBgn0053198,3,2,0.6666666666666666
FBgn0053208,50,50,1
FBgn0053213,1,1,1
FBgn0053217,6,6,1
FBgn0053229,21,21,1
FBgn0053230,5,4,0.8
FBgn0053236,1,1,1
FBgn0053258,3,3,1
FBgn0053265,1,2,2
FBgn0053276,2,2,1
FBgn0053281,1,1,1
FBgn0053293,1,1,1
FBgn0053303,13,12,0.9230769230769231
FBgn0053306,5,5,1
FBgn0053346,1,1,1
FBgn0053493,5,2,0.4
FBgn0053494,1,1,1
FBgn0053503,1,3,3
FBgn0053505,5,4,0.8
FBgn0053506,6,4,0.6666666666666666
FBgn0053513,2,2,1
FBgn0053516,1,1,1
FBgn0053517,1,1,1
FBgn0053519,94,92,0.9787234042553191
FBgn0053523,15,12,0.8
FBgn0053526,25,22,0.88
FBgn0053532,1,1,1
FBgn0053533,7,6,0.8571428571428571
FBgn0053547,2,2,1
FBgn0053548,1,1,1
FBgn0053554,42,41,0.9761904761904762
FBgn0053556,14,12,0.8571428571428571
FBgn0053558,48,41,0.8541666666666666
FBgn0053626,1,1,1
FBgn0053635,1,1,1
FBgn0053653,2,2,1
FBgn0053679,2,2,1
FBgn0053696,2,2,1
FBgn0053710,1,1,1
FBgn0053774,1,1,1
FBgn0053963,2,1,0.5
FBgn0053969,10,10,1
FBgn0053970,5,3,0.6
FBgn0053978,3,3,1
FBgn0053988,1,1,1
FBgn0054008,2,2,1
FBgn0054015,1,1,1
FBgn0054026,3,3,1
FBgn0054039,1,1,1
FBgn0054043,3,3,1
FBgn0054057,1,1,1
FBgn0058006,3,3,1
FBgn0058045,24,20,0.8333333333333334
FBgn0058160,13,14,1.0769230769230769
FBgn0058178,1,1,1
FBgn0058191,12,9,0.75
FBgn0058263,13,13,1
FBgn0058469,20,19,0.95
FBgn0060296,6,6,1
FBgn0061188,1,1,1
FBgn0061198,4,4,1
FBgn0061200,59,54,0.9152542372881356
FBgn0061356,5,5,1
FBgn0061469,7,5,0.7142857142857143
FBgn0061476,7,8,1.1428571428571428
FBgn0061492,7,7,1
FBgn0061515,26,21,0.8076923076923077
FBgn0062412,6,6,1
FBgn0062413,9,4,0.4444444444444444
FBgn0062440,6,6,1
FBgn0062442,9,8,0.8888888888888888
FBgn0062449,6,3,0.5
FBgn0062517,1,1,1
FBgn0062928,1,1,1
FBgn0062978,3,3,1
FBgn0063298,5,5,1
FBgn0063368,1,1,1
FBgn0063385,1,1,1
FBgn0063491,5,4,0.8
FBgn0063493,1,1,1
FBgn0063494,18,16,0.8888888888888888
FBgn0063499,1,1,1
FBgn0063649,5,4,0.8
FBgn0063670,1,1,1
FBgn0063923,3,3,1
FBgn0064225,439,426,0.9703872437357631
FBgn0064227,1,1,1
FBgn0064766,13,13,1
FBgn0065032,1,1,1
FBgn0065035,2,2,1
FBgn0065064,25,24,0.96
FBgn0065098,12,9,0.75
FBgn0065099,102,84,0.8235294117647058
FBgn0066084,242,212,0.8760330578512396
FBgn0066101,18,13,0.7222222222222222
FBgn0066114,3,2,0.6666666666666666
FBgn0067102,7,6,0.8571428571428571
FBgn0067628,3,3,1
FBgn0067629,3,2,0.6666666666666666
FBgn0067779,11,12,1.0909090909090908
FBgn0067783,2,2,1
FBgn0067864,5,5,1
FBgn0067905,1,1,1
FBgn0069242,1,1,1
FBgn0069923,3,3,1
FBgn0069969,3,3,1
FBgn0082582,46,40,0.8695652173913043
FBgn0082585,4,3,0.75
FBgn0082598,51,46,0.9019607843137255
FBgn0082831,18,16,0.8888888888888888
FBgn0082925,1,1,1
FBgn0082974,1,1,1
FBgn0082980,1,1,1
FBgn0082989,1,1,1
FBgn0083001,1,1,1
FBgn0083009,2,1,0.5
FBgn0083011,1,1,1
FBgn0083027,1,2,2
FBgn0083039,1,1,1
FBgn0083050,1,1,1
FBgn0083053,1,1,1
FBgn0083054,1,1,1
FBgn0083121,1,1,1
FBgn0083123,4,1,0.25
FBgn0083124,5,4,0.8
FBgn0083167,59,53,0.8983050847457628
FBgn0083228,2,2,1
FBgn0083938,1,1,1
FBgn0083940,1,1,1
FBgn0083952,1,1,1
FBgn0083953,2,2,1
FBgn0083956,16,13,0.8125
FBgn0083960,1,1,1
FBgn0083961,4,3,0.75
FBgn0083962,17,14,0.8235294117647058
FBgn0083963,1,1,1
FBgn0083968,5,3,0.6
FBgn0083969,16,17,1.0625
FBgn0083972,1,1,1
FBgn0083973,1,1,1
FBgn0083977,2,2,1
FBgn0083984,3,2,0.6666666666666666
FBgn0083985,2,1,0.5
FBgn0083988,1,1,1
FBgn0083990,1,1,1
FBgn0085192,1,1,1
FBgn0085195,2,1,0.5
FBgn0085201,10,10,1
FBgn0085203,2,2,1
FBgn0085205,1,1,1
FBgn0085209,6,5,0.8333333333333334
FBgn0085212,4,3,0.75
FBgn0085220,2,2,1
FBgn0085224,4,4,1
FBgn0085229,5,5,1
FBgn0085232,1,1,1
FBgn0085236,5,5,1
FBgn0085237,1,1,1
FBgn0085241,3,2,0.6666666666666666
FBgn0085242,3,3,1
FBgn0085245,3,2,0.6666666666666666
FBgn0085248,2,2,1
FBgn0085249,235,204,0.8680851063829788
FBgn0085256,3,1,0.3333333333333333
FBgn0085257,1,1,1
FBgn0085260,2,5,2.5
FBgn0085261,1,1,1
FBgn0085263,1,1,1
FBgn0085271,3,1,0.3333333333333333
FBgn0085279,3,3,1
FBgn0085284,2,2,1
FBgn0085290,5,5,1
FBgn0085298,1,1,1
FBgn0085313,3,2,0.6666666666666666
FBgn0085316,1,1,1
FBgn0085317,1,1,1
FBgn0085353,82,69,0.8414634146341463
FBgn0085354,2,2,1
FBgn0085356,3,2,0.6666666666666666
FBgn0085358,7,6,0.8571428571428571
FBgn0085359,11,8,0.7272727272727273
FBgn0085360,2,2,1
FBgn0085362,59,54,0.9152542372881356
FBgn0085369,1,1,1
FBgn0085370,25,17,0.68
FBgn0085376,10,9,0.9
FBgn0085377,8,8,1
FBgn0085382,1,1,1
FBgn0085384,3,3,1
FBgn0085387,7,7,1
FBgn0085390,1,2,2
FBgn0085391,4,2,0.5
FBgn0085400,2,2,1
FBgn0085405,12,11,0.9166666666666666
FBgn0085408,16,13,0.8125
FBgn0085409,1,1,1
FBgn0085412,13,11,0.8461538461538461
FBgn0085413,1,1,1
FBgn0085414,2,2,1
FBgn0085415,1,1,1
FBgn0085417,1,1,1
FBgn0085419,2,2,1
FBgn0085421,3,3,1
FBgn0085423,14,14,1
FBgn0085426,4,4,1
FBgn0085427,9,9,1
FBgn0085428,10,10,1
FBgn0085430,36,35,0.9722222222222222
FBgn0085432,24,23,0.9583333333333334
FBgn0085433,2,1,0.5
FBgn0085434,12,12,1
FBgn0085436,156,140,0.8974358974358975
FBgn0085437,13,11,0.8461538461538461
FBgn0085442,45,42,0.9333333333333333
FBgn0085443,27,22,0.8148148148148148
FBgn0085444,25,24,0.96
FBgn0085446,81,69,0.8518518518518519
FBgn0085447,1,1,1
FBgn0085450,24,19,0.7916666666666666
FBgn0085451,6,4,0.6666666666666666
FBgn0085452,2,2,1
FBgn0085453,5,4,0.8
FBgn0085460,4,4,1
FBgn0085468,16,14,0.875
FBgn0085473,1,1,1
FBgn0085478,13,12,0.9230769230769231
FBgn0085484,15,12,0.8
FBgn0085638,2,2,1
FBgn0085753,13,271,20.846153846153847
FBgn0085757,234,98,0.4188034188034188
FBgn0085758,4,1,0.25
FBgn0085759,1649,1870,1.134020618556701
FBgn0085760,197,10,0.050761421319796954
FBgn0085764,1043,65,0.062320230105465
FBgn0085766,10,1472,147.2
FBgn0085771,844,7184,8.511848341232227
FBgn0085773,2,2,1
FBgn0085777,8,135,16.875
FBgn0085799,138,228,1.6521739130434783
FBgn0085803,10,2,0.2
FBgn0085805,15,23,1.5333333333333334
FBgn0085807,28,70,2.5
FBgn0085813,1765,3661,2.0742209631728046
FBgn0085819,807,5846,7.244114002478315
FBgn0085822,2,959,479.5
FBgn0085828,2,15,7.5
FBgn0086034,1,1,1
FBgn0086067,1,1,1
FBgn0086129,11,11,1
FBgn0086130,3,3,1
FBgn0086134,30,30,1
FBgn0086251,44,43,0.9772727272727273
FBgn0086254,137,134,0.9781021897810219
FBgn0086265,15,12,0.8
FBgn0086266,11,11,1
FBgn0086346,26,21,0.8076923076923077
FBgn0086347,7,7,1
FBgn0086350,11,11,1
FBgn0086355,51,47,0.9215686274509803
FBgn0086356,11,10,0.9090909090909091
FBgn0086357,52,49,0.9423076923076923
FBgn0086358,30,28,0.9333333333333333
FBgn0086359,7,7,1
FBgn0086361,32,32,1
FBgn0086362,6,4,0.6666666666666666
FBgn0086367,1,1,1
FBgn0086368,2,2,1
FBgn0086370,7,6,0.8571428571428571
FBgn0086371,7,6,0.8571428571428571
FBgn0086372,21,19,0.9047619047619048
FBgn0086378,18,18,1
FBgn0086384,17,17,1
FBgn0086442,13,13,1
FBgn0086443,13,10,0.7692307692307693
FBgn0086444,3,3,1
FBgn0086447,1,1,1
FBgn0086448,1,1,1
FBgn0086451,35,29,0.8285714285714286
FBgn0086472,158,149,0.9430379746835443
FBgn0086532,4,3,0.75
FBgn0086558,8,9,1.125
FBgn0086604,1,1,1
FBgn0086605,7,6,0.8571428571428571
FBgn0086608,2,2,1
FBgn0086613,6,7,1.1666666666666667
FBgn0086655,16,15,0.9375
FBgn0086656,1,1,1
FBgn0086657,6,7,1.1666666666666667
FBgn0086668,2,1,0.5
FBgn0086676,22,15,0.6818181818181818
FBgn0086677,3,2,0.6666666666666666
FBgn0086679,4,4,1
FBgn0086680,3,3,1
FBgn0086683,12,10,0.8333333333333334
FBgn0086686,55,53,0.9636363636363636
FBgn0086687,131,121,0.9236641221374046
FBgn0086690,53,41,0.7735849056603774
FBgn0086691,1,1,1
FBgn0086694,19,16,0.8421052631578947
FBgn0086695,5,5,1
FBgn0086698,9,4,0.4444444444444444
FBgn0086704,2,2,1
FBgn0086706,42,39,0.9285714285714286
FBgn0086707,13,11,0.8461538461538461
FBgn0086708,17,16,0.9411764705882353
FBgn0086710,128,124,0.96875
FBgn0086711,5,4,0.8
FBgn0086712,1,1,1
FBgn0086757,3,3,1
FBgn0086758,4,2,0.5
FBgn0086768,3,3,1
FBgn0086778,3,3,1
FBgn0086779,24,21,0.875
FBgn0086782,2,2,1
FBgn0086784,10,10,1
FBgn0086785,3,3,1
FBgn0086855,18,17,0.9444444444444444
FBgn0086856,2,2,1
FBgn0086895,7,7,1
FBgn0086898,2,2,1
FBgn0086901,10,9,0.9
FBgn0086904,89,85,0.9550561797752809
FBgn0086906,343,293,0.8542274052478134
FBgn0086908,17,17,1
FBgn0086909,5,3,0.6
FBgn0086912,11,12,1.0909090909090908
FBgn0086916,1,1,1
FBgn0087002,277,256,0.924187725631769
FBgn0087007,22,20,0.9090909090909091
FBgn0087008,85,84,0.9882352941176471
FBgn0087011,4,4,1
FBgn0087013,83,78,0.9397590361445783
FBgn0087035,29,26,0.896551724137931
FBgn0087039,6,6,1
FBgn0087040,28,22,0.7857142857142857
FBgn0243511,14,14,1
FBgn0243512,10,7,0.7
FBgn0243513,7,5,0.7142857142857143
FBgn0243516,16,14,0.875
FBgn0250732,12,12,1
FBgn0250746,24,22,0.9166666666666666
FBgn0250753,91,85,0.9340659340659341
FBgn0250754,67,63,0.9402985074626866
FBgn0250755,3,3,1
FBgn0250757,20,16,0.8
FBgn0250785,10,10,1
FBgn0250786,41,40,0.975609756097561
FBgn0250788,24,23,0.9583333333333334
FBgn0250789,17,16,0.9411764705882353
FBgn0250791,5,5,1
FBgn0250814,42,40,0.9523809523809523
FBgn0250815,116,99,0.853448275862069
FBgn0250816,12,12,1
FBgn0250819,25,25,1
FBgn0250820,8,7,0.875
FBgn0250823,47,46,0.9787234042553191
FBgn0250824,11,9,0.8181818181818182
FBgn0250830,10,8,0.8
FBgn0250833,1,1,1
FBgn0250836,16,9,0.5625
FBgn0250837,8,8,1
FBgn0250838,24,22,0.9166666666666666
FBgn0250843,27,26,0.9629629629629629
FBgn0250848,125,90,0.72
FBgn0250850,12,11,0.9166666666666666
FBgn0250867,6,6,1
FBgn0250868,5,4,0.8
FBgn0250869,48,48,1
FBgn0250871,4,4,1
FBgn0250874,8,6,0.75
FBgn0250904,1,1,1
FBgn0250906,34,32,0.9411764705882353
FBgn0250907,1,1,1
FBgn0250908,2,2,1
FBgn0250910,1,1,1
FBgn0259101,10,8,0.8
FBgn0259108,8,7,0.875
FBgn0259110,1,1,1
FBgn0259111,10,9,0.9
FBgn0259113,24,23,0.9583333333333334
FBgn0259139,32,32,1
FBgn0259140,2,2,1
FBgn0259143,18,17,0.9444444444444444
FBgn0259145,3,2,0.6666666666666666
FBgn0259146,1,1,1
FBgn0259150,1,1,1
FBgn0259152,8,9,1.125
FBgn0259163,5,4,0.8
FBgn0259166,9,9,1
FBgn0259168,48,48,1
FBgn0259170,9,8,0.8888888888888888
FBgn0259171,5,5,1
FBgn0259173,2,2,1
FBgn0259174,45,41,0.9111111111111111
FBgn0259175,3,2,0.6666666666666666
FBgn0259176,89,63,0.7078651685393258
FBgn0259178,8,8,1
FBgn0259209,48,40,0.8333333333333334
